id,title,type,description,release_year,age_certification,runtime,genres,imdb_id,imdb_score
ts22171,Pride and Prejudice,SHOW,"Set in England in the early 19th century, Pride and Prejudice tells the story of Mr and Mrs Bennet's five unmarried daughters after the rich and eligible Mr Bingley and his status-conscious friend, Mr Darcy, have moved into their neighbourhood. While Bingley takes an immediate liking to the eldest Bennet daughter, Jane, Darcy has difficulty adapting to local society and repeatedly clashes with the second-eldest Bennet daughter, Elizabeth.",1995,TV-14,52,"['drama', 'romance']",tt0112130,8.9
ts20349,Shadows,SHOW,"Relu is a family man. He has two children, a wife and a double life. Seen through the eyes of his family, Relu Oncescu appears to be an ordinary taxi driver. No one suspects that Relu works as a collector for Capitanu', a local mobster. Neither of the two worlds (his family and the mafia) knows of the other's existence. Relu manages to keep everything under control, but not for long. After accidentally killing a man, he tries to get out of the underworld, but he can't find his way back. Day by day, the secrets he keeps become increasingly oppressive and the lies begin to surface, one by one.",2014,TV-MA,53,"['drama', 'crime', 'thriller', 'european']",tt4269716,8.9
ts81460,Joe Pera Talks With You,SHOW,"A teacher in Michigan's Upper Peninsula explores subject matters such as pancakes, blueberries, eggs, toast, sausage, bacon, English muffins, coffee, orange juice, maple syrup, waffles, cornbread, and strawberries.",2018,TV-14,12,['comedy'],tt8199790,8.9
ts20735,Last Week Tonight with John Oliver,SHOW,"A half-hour satirical look at the week in news, politics and current events.",2014,TV-MA,31,"['comedy', 'history', 'reality']",tt3530232,8.9
ts37645,Nathan For You,SHOW,"Self-proclaimed business expert, writer, director and comedian Nathan Fielder helps real small businesses turn a profit with marketing tactics that no ordinary consultant would dare to attempt. From driving foot traffic to an off-the-strip souvenir shop by using Hollywood flair and a Johnny Depp impersonator, to creating a rebate that can only be redeemed by climbing a mountain, to founding a coffee shop called ""Dumb Starbucks,” Nathan has always gone to the limit to make his ideas come to life. With his unorthodox approach to problem solving, Nathan’s genuine efforts to do good often draw the real people he encounters into an experience far beyond what they signed up for.",2013,TV-14,25,"['comedy', 'documentation']",tt2297757,8.9
ts21698,Friends,SHOW,"Friends is an American television sitcom created by David Crane and Marta Kauffman, which aired on NBC from September 22, 1994, to May 6, 2004, lasting ten seasons. With an ensemble cast starring Jennifer Aniston, Courteney Cox, Lisa Kudrow, Matt LeBlanc, Matthew Perry and David Schwimmer, the show revolves around six friends in their 20s and 30s who live in Manhattan, New York City. The series was produced by Bright/Kauffman/Crane Productions, in association with Warner Bros. Television. The original executive producers were Kevin S. Bright, Kauffman, and Crane.",1994,TV-14,25,"['drama', 'comedy', 'romance']",tt0108778,8.9
ts20054,True Detective,SHOW,"An American anthology police detective series utilizing multiple timelines in which investigations seem to unearth personal and professional secrets of those involved, both within or outside the law.",2014,TV-MA,60,"['drama', 'crime', 'thriller']",tt2356777,8.9
ts38121,Golden Life,SHOW,"Shamed by his father's dying words, con man Attila Miklosi tries to go straight but eventually succumbs to pressure from his demanding wife Janka and his boss, Endre Hollos, and returns to his life of crime. When his son tries to follow him into the criminal underworld, Attila questions if he will be able to shield the boy.",2015,,54,"['drama', 'thriller', 'action', 'crime', 'european']",tt5099020,8.8
tm44313,The Lord of the Rings: The Fellowship of the Ring,MOVIE,"Young hobbit Frodo Baggins, after inheriting a mysterious ring from his uncle Bilbo, must leave his home in order to keep it from falling into the hands of its evil creator. Along the way, a fellowship is formed to protect the ringbearer and make sure that the ring arrives at its final destination: Mt. Doom, the only place where it can be destroyed.",2001,PG-13,179,"['fantasy', 'action', 'drama']",tt0120737,8.8
ts17942,Chappelle's Show,SHOW,Dave Chappelle's singular point of view is unleashed through a combination of laidback stand-up and street-smart sketches.,2003,TV-14,21,"['comedy', 'music']",tt0353049,8.8
tm1082045,Euphoria: F*ck Anyone Who’s Not A Sea Blob,MOVIE,"Over the Christmas holiday, Jules reflects on the year.",2021,R,55,['drama'],tt13608984,8.8
tm115982,The Lord of the Rings: The Two Towers,MOVIE,"Frodo and Sam are trekking to Mordor to destroy the One Ring of Power while Gimli, Legolas and Aragorn search for the orc-captured Merry and Pippin. All along, nefarious wizard Saruman awaits the Fellowship members at the Orthanc Tower in Isengard.",2002,PG-13,223,"['fantasy', 'action', 'drama']",tt0167261,8.8
ts9325,Anthony Bourdain: Parts Unknown,SHOW,"Bourdain travels across the globe to uncover little-known areas of the world and celebrate diverse cultures by exploring food and dining rituals. Known for his curiosity, candor, and acerbic wit, Bourdain takes viewers off the beaten path of tourist destinations – including some war-torn parts of the world – and meets with a variety of local citizens to offer a window into their lifestyles, and occasionally communes with an internationally lauded chef on his journeys.",2013,TV-PG,43,['documentation'],tt2845786,8.8
tm24890,Dave Chappelle: Killin' Them Softly,MOVIE,"Dave Chappelle returns for a stand-up to D.C. and riffs on politics, police, race relations, drugs, Sesame Street and more.",2000,,57,"['comedy', 'documentation']",tt0251654,8.8
ts77979,Succession,SHOW,The lives of the Roy family as they contemplate their future once their aging father begins to step back from the media and entertainment conglomerate they control.,2018,TV-MA,63,['drama'],tt7660850,8.8
