id,title,type,description,release_year,age_certification,runtime,genres,imdb_id,imdb_score
ts110717,Boris e Rufus,SHOW,"Boris, a cranky dog, and Rufus, an excitable ferret who believes himself a dog. They belong to Enzo, a teenager in love with his neighbor, Jennifer, who owns an internet-famous cat, the insufferable Leopoldo. When the owners are not around, the animals stop behaving like pets; they use electronic devices, access the ""interpetnet"" (the animals' web), play video games and get involved in all sorts of shenanigans. The conflicts between Boris' and Rufus' personalities, plus their encounters with fantastic beings and items, lead to great adventures that can go far beyond the ""real"" world.",2018,,11,"['animation', 'comedy', 'family']",tt8365266,8.7
tm481572,Ryan Bingham Live,MOVIE,"GRAMMY and Oscar award-winning Americana singer-songwriter Ryan Bingham brings his dynamic live show direct to fans. Filmed at the Whitewater Amphitheater on August 6, 2016.",2016,PG-13,111,['music'],tt6521852,8.7
ts42047,Fleabag,SHOW,A comedy series adapted from the award-winning play about a young woman trying to cope with life in London whilst coming to terms with a recent tragedy.,2016,TV-MA,25,"['drama', 'comedy', 'european']",tt5687612,8.7
ts39038,The Grand Tour,SHOW,"Jeremy Clarkson, Richard Hammond and James May are back with a show about adventure, excitement and friendship... as long as you accept that the people you call friends are also the ones you find extremely annoying. Sometimes it's even a show about cars. Follow them on their global adventure.",2016,TV-14,66,"['reality', 'comedy', 'sport', 'european']",tt5712554,8.7
ts78125,The Boys,SHOW,A group of vigilantes known informally as “The Boys” set out to take down corrupt superheroes with no more than blue-collar grit and a willingness to fight dirty.,2019,TV-MA,60,"['scifi', 'action', 'crime', 'drama', 'comedy']",tt1190634,8.7
ts42867,Mister Rogers' Neighborhood,SHOW,"Mister Rogers' Neighborhood is an American children's television series that was created and hosted by namesake Fred Rogers. The series originated in 1963 as Misterogers on CBC Television, and was later debuted in 1966 as Misterogers' Neighborhood on the regional Eastern Educational Network, followed by its US network debut on February 19, 1968, and it aired on NET and its successor, PBS, until August 31, 2001. The series is aimed primarily at preschool ages 2 to 5, but has been stated by PBS as ""appropriate for all ages"". Mister Rogers' Neighborhood was produced by Pittsburgh, Pennsylvania, USA public broadcaster WQED and Rogers' non-profit production company Family Communications, Inc.; previously known as Small World Enterprises prior to 1971, the company was renamed The Fred Rogers Company after Rogers' death.",1968,TV-Y,29,"['fantasy', 'music', 'family']",tt0062588,8.7
ts90215,Penelope Keith's Hidden Villages,SHOW,Penelope Keith explores our changing relationship with villages,2014,,47,"['documentation', 'history']",tt6126602,8.7
ts221362,The Family Man,SHOW,"The story of a middle-class man who works for a special cell of the National Investigation Agency. While he tries to protect the nation from terrorists, he also has to protect his family from the impact of his secretive, high-pressure, and low paying job.",2019,TV-14,45,"['action', 'comedy', 'drama']",tt9544034,8.7
ts21689,NOVA,SHOW,"PBS' premier science series helps viewers of all ages explore the science behind the headlines. Along the way, NOVA demystifies science and technology, and highlights the people involved in scientific pursuits.",1974,TV-PG,57,['documentation'],tt0206501,8.7
tm1023211,Kartha,MOVIE,"Kartha is a Sandalwood action and drama movie directed by Durga PS. The main roles of this movie are done by Deepthi Manne, Venky (Kartha), and Sarai Annaiah. The movie is initially released on 26 February 2021. Kartha is released in Kannada language from India to the world.",2021,,155,['drama'],tt14142924,8.7
ts11,Downton Abbey,SHOW,"A chronicle of the lives of the aristocratic Crawley family and their servants in the post-Edwardian era—with great events in history having an effect on their lives and on the British social hierarchy.

",2010,TV-14,58,"['drama', 'romance', 'european']",tt1606375,8.7
